NumeroDaAmostra	DataDeRegistroNoSISAGUA	DataColeta	DescricaoDoLocal	Zona	CategoriaArea	Area	TipoDoLocal	NomeLocal	Latitude	Longitude	fk_Municipio_CodigoDoIBGE	Procedencia	PontoDeColeta	Motivo	Hora
190110000136	2020-07-30 09:42:22	2019-10-17	AVENIDA EDGARD SANTOS - CABULA	Urbana	Bairro	CABULA	Estabelecimento de saúde	HOSPITAL ROBERTO SANTOS 			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:00:00
190110000139	2020-07-30 10:17:27	2019-10-17	RUA PLÍNIO DE LIMA BONFIM	Urbana	Bairro	BONFIM	Estabelecimento de saúde	HOSPITAL SAGRADA FAMILIA			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:03:00
190345000094	2019-12-06 09:08:36	2019-10-21	RUA ITAUBA 2061	Urbana	Bairro	PLANALTO					110032	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	13:45:00
27	2019-11-07 09:58:30	2019-10-21		Urbana	Bairro	AGUA BRANCA BELA VISTA E CENTRO					313890	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:00:00
FR 46222	2020-09-18 09:36:57	2019-10-23									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	18:03:00
190110000149	2020-08-31 09:23:46	2019-10-30	RUA ELÍSIO MESQUITA PIRAJÁ	Urbana	Bairro	PIRAJA	Outro	EMBASA PIRAJA RESERVATORIO			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:34:00
190110000148	2020-08-31 09:20:27	2019-10-30	PARQUE DA BOLANDEIRA BOCA DO RIO SALVADOR BA	Urbana	Bairro	BOCA DO RIO					292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:05:00
190110000147	2020-08-31 09:16:08	2019-10-30	PARQUE DA BOLANDEIRA BOCA DO RIO	Urbana	Bairro	BOCA DO RIO					292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	11:07:00
190110000150	2020-08-31 09:28:46	2019-10-30	LADEIRA DO ALTO DA BOLA FEDERAÇÃO	Urbana	Bairro	FEDERACAO	Outro	EMBASA FEDERACAO RESERVATORIO			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:25:00
190110000151	2020-08-31 09:33:07	2019-10-30	RUA SILVEIRA MARTINS 210 CABULA	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA LIBERDADE RESERVATORIO R7 L05069			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:00:00
190110000155	2020-08-31 09:45:41	2019-10-30	RUA SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA SAO GONCALO RESERVATORIO R7			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:03:00
190110000152	2020-08-31 09:37:52	2019-10-30	RUA SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA DA CAMARA NOVA RESERVATORIO R7 L05027			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:06:00
190110000153	2020-08-31 09:40:41	2019-10-30	RUA SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA DA ETA PRINCIPAL RESERVATORIO R7 L05071			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:10:00
190110000154	2020-08-31 09:43:01	2019-10-30	RUA SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA ALTA CARGA DA BOLANDEIRA RESERVATORIO R7 L05072			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:12:00
190110000157	2020-08-31 09:51:48	2019-10-31	RUA AUGUSTO VIANA - CANELA	Urbana	Bairro	CANELA	Estabelecimento de saúde	HOSPITAL DAS CLINICAS			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	09:10:00
190110000158	2020-08-31 09:54:44	2019-10-31	RUA SALDANHA MARINHO	Urbana	Bairro	CAIXA D'AGUA	Estabelecimento de saúde	HOSPITAL ANA NERY 			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	09:36:00
190110000160	2020-08-31 10:04:19	2019-10-31	AV DENDEZEIROS	Urbana	Bairro	BONFIM	Estabelecimento de saúde	HOSPITAL SANTO ANTONIO IRMA DULCE			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	09:50:00
190110000159	2020-08-31 09:58:44	2019-10-31	RUA PLÍNIO DE LIMA BONFIM	Urbana	Bairro	BONFIM	Estabelecimento de saúde	HOSPITAL SAGRADA FAMILIA			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:01:00
190110000156	2020-08-31 09:48:27	2019-10-31	AV EDGARD SANTOS	Urbana	Bairro	CABULA	Estabelecimento de saúde	HOSPITAL ROBERTO SANTOS 			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:51:00
7210	2020-01-31 04:41:52	2019-11-05	SITIO MUNDAU								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:00:00
7371	2020-01-31 04:47:59	2019-11-05	SITIO INHUMAS								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:30:00
7211	2020-01-31 04:58:08	2019-11-05	SITIO CABOGE								260210	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:00:00
7212	2020-01-31 05:02:07	2019-11-05	POVOADO RAINHA ISABEL	Urbana	Sede de distrito (ou vila)	RAINHA ISABEL					260210	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	08:00:00
7558	2020-01-31 04:51:01	2019-11-10	SITIO INHUMAS								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:00:00
190532000273	2019-11-28 10:52:15	2019-11-11	SITIO MUNDAÚ								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	05:25:00
190532000274	2019-11-28 10:59:33	2019-11-11	SÍTIO MUNDAÚ								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	05:25:00
7315	2020-01-31 05:10:33	2019-11-11	POVOADO RAINHA ISABEL								260210	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:00:00
7314	2020-01-31 05:05:40	2019-11-11	SITIO CABOGE								260210	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:40:00
190532000275	2019-11-28 11:02:29	2019-11-11	MORRO COLUMINHO SN	Urbana	Bairro	SAO JOSE					260600	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Água pós-filtração/pré-desinfecção	Rotina	09:30:00
190110000161	2020-08-31 10:08:32	2019-11-12	LADEIRA ALTO DA BOLA	Urbana	Bairro	FEDERACAO	Outro	EMBASA FEDERACAO RESERVATORIO			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:32:00
190110000163	2020-08-31 10:14:29	2019-11-12	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA DA CAMARA NOVA RESERVATORIO R7 L05027			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:05:00
190110000164	2020-08-31 10:16:47	2019-11-12	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA DA ETA PRINCIPAL			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:07:00
190110000165	2020-08-31 10:20:23	2019-11-12	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA ALTA CARGA DA BOLANDEIRA RESERVATORIO R7 L05072			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:07:00
190110000162	2020-08-31 10:11:56	2019-11-12	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA LIBERDADE RESERVATORIO R7 L05069			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:10:00
190110000166	2020-08-31 10:22:44	2019-11-12	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA SAO GONCALO RESERVATORIO R7			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	15:12:00
190110000169	2020-08-31 10:33:41	2019-11-13	PARQUE DA BOLANDEIRA	Urbana	Bairro	BOCA DO RIO					292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:25:00
190110000170	2020-08-31 10:36:05	2019-11-13	PARQUE DA BOLANDEIRA	Urbana	Bairro	BOCA DO RIO					292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	09:37:00
190110000168	2020-08-31 10:31:11	2019-11-13	AV EDGARD SANTOS	Urbana	Bairro	CABULA	Estabelecimento de saúde	HOSPITAL ROBERTO SANTOS 			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:13:00
190110000171	2020-08-31 10:38:39	2019-11-13	R ELÍSIO MESQUITA	Urbana	Bairro	PIRAJA	Outro	EMBASA PIRAJA RESERVATORIO			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:47:00
190110000167	2020-08-31 10:28:41	2019-11-13	R SALDANHA MARINHO	Urbana	Bairro	CAIXA D'AGUA	Estabelecimento de saúde	HOSPITAL ANA NERY 			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	11:30:00
190110000173	2020-08-31 10:43:49	2019-11-13	RUA AUGUSTO VIANA - CANELA	Urbana	Bairro	CANELA	Estabelecimento de saúde	HOSPITAL DAS CLINICAS			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:03:00
190110000174	2020-08-31 10:49:58	2019-11-13	AV LUIS TARQUINIO 20 ROMA	Urbana	Bairro	BONFIM	Outro	ANTIGO ABRIGO DOM PEDRO II			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:30:00
190110000172	2020-08-31 10:41:19	2019-11-13	R PLÍNIO DE LIMA BONFIM	Urbana	Bairro	BONFIM	Estabelecimento de saúde	HOSPITAL SAGRADA FAMILIA			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:50:00
FR51163/2019.0A	2023-08-24 13:48:29	2019-11-18	RUA BORBA	Rural	Núcleo/Propriedade Rural	BORBA	Grupo de casas	APARECIDA CERCEAU	-2.030.898	-4.320.084	314000	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Desastre	13:14:00
190702000721	2019-11-25 08:10:28	2019-11-18	AVENIDA CADIGE FAITARONE FERES Nº 153 BAIRRO: EDUARDO GIRAUDON	Urbana	Bairro	CENTRO					312700	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	13:20:00
190702000722	2019-11-25 08:15:20	2019-11-18	BR 153 Nº S/Nº BAIRRO: CENTRO	Urbana	Bairro	CENTRO	Estabelecimento de saúde	UNIDADE MISTA DE SAUDE			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	13:30:00
190702000723	2019-11-25 08:19:09	2019-11-18	RUA CAMPO FLORIDO Nº 395 BAIRRO: JARDIM ÂNGELO PASSUELO	Urbana	Bairro	JARDIM A PASSUELO	Creche	CRECHE DONA MENCORA			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	13:42:00
190702000726	2019-11-25 08:23:05	2019-11-18	RUA GODOFREDO ANTONIO DA COSTA Nº 238 BAIRRO: DISTRITO SANTO ANTONIO DO RIO GRANDE	Urbana	Sede de distrito (ou vila)	SANTO ANTONIO DO RIO GRANDE	Estabelecimento de ensino	ESCOLA MUNICIPAL MARECHAL CASTELO BRANCO			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	13:53:00
190702000728	2019-11-25 08:26:41	2019-11-18	AVENIDA AURÉLIO LUIZ MISTIERI Nº 370 BAIRRO: CENTRO	Urbana	Bairro	CENTRO	Estabelecimento de ensino	ESCOLA ESTADUAL POLIANO ZIZA FERREIRA			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:00:00
7566	2020-01-31 05:14:54	2019-11-19	SITIO CABOGE								260210	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:00:00
7567	2020-01-31 05:27:35	2019-11-19	POVOADO RAINHA ISABEL								260210	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	08:00:00
FR 51695	2021-01-11 08:56:02	2019-11-20									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	12:19:00
7641	2020-01-31 05:32:39	2019-11-25	POVOADO RAINHA ISABEL								260210	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:00:00
7640	2020-01-31 05:30:19	2019-11-25	SITIO CABOGE								260210	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:30:00
7663	2020-01-31 04:54:38	2019-11-25	SITIO INHUMAS								260600	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	07:30:00
190110000176	2020-08-31 17:36:45	2019-11-27	AV EDGARD SANTOS	Urbana	Bairro	CABULA	Estabelecimento de saúde	HOSPITAL ROBERTO SANTOS 			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	09:40:00
190110000179	2020-08-31 17:40:18	2019-11-27	R ELÍSIO MESQUITA	Urbana	Bairro	PIRAJA	Outro	EMBASA PIRAJA RESERVATORIO			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:18:00
190110000175	2020-08-31 17:32:17	2019-11-27	R SALDANHA MARINHO	Urbana	Bairro	CAIXA D'AGUA	Estabelecimento de saúde	HOSPITAL ANA NERY 			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	10:44:00
327009/2019-0	2020-01-09 09:24:18	2019-11-27	USINA HIDRELÉTRICA PEDRA DO CAVALO	Rural	Núcleo/Propriedade Rural	EMPRESA VOTORANTIM ENERGIA BR 101 KM 202 PEDRA DO CAVALO					290490	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	14:06:00
190110000180	2020-08-31 17:43:54	2019-11-27	LADEIRA DO ALTO DA BOLA	Urbana	Bairro	FEDERACAO	Outro	EMBASA FEDERACAO RESERVATORIO			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:13:00
190110000181	2020-08-31 17:46:46	2019-11-27	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA LIBERDADE RESERVATORIO R7 L05069			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:45:00
190110000185	2020-08-31 17:59:21	2019-11-27	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA SAO GONCALO RESERVATORIO R7			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:47:00
190110000182	2020-08-31 17:49:26	2019-11-27	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA CABULA RESERVATORIO			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:49:00
190110000183	2020-08-31 17:52:19	2019-11-27	E SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA DA ETA PRINCIPAL RESERVATORIO R7 L05071			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:52:00
190110000184	2020-08-31 17:57:03	2019-11-27	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA ALTA CARGA DA BOLANDEIRA RESERVATORIO R7 L05072			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:54:00
190702000802	2019-12-19 08:47:48	2019-12-03	AVENIDA CADIGE FAITARONE FERES Nº153 BAIRRO: EDUARDO GIRAUDON	Urbana	Bairro	CENTRO					312700	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	17:00:00
190702000803	2019-12-19 09:03:59	2019-12-03	BR 153 Nº S/N BAIRRO: CENTRO	Urbana	Bairro	CENTRO	Estabelecimento de saúde	UNIDADE MISTA DE SAUDE			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	17:17:00
190702000804	2019-12-19 09:07:09	2019-12-03	RUA CAMPO FLORIDO Nº 395 BAIRRO: JARDIM ÂNGELO PASSUELO	Urbana	Bairro	JARDIM A PASSUELO	Creche	CRECHE DONA MENCORA			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	17:25:00
190702000805	2019-12-19 09:13:50	2019-12-03	RUA ANTONIO DA COSTA Nº 238 BAIRRO: DISTRITO SANTO ANTONIO DO RIO GRANDE	Urbana	Sede de distrito (ou vila)	SANTO ANTONIO DO RIO GRANDE	Estabelecimento de ensino	ESCOLA MUNICIPAL MARECHAL CASTELO BRANCO			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	17:34:00
190702000806	2019-12-19 09:59:24	2019-12-03	RUA HERCULANO REIS N? 940 BAIRRO: VILA REIS	Urbana	Bairro	VILA REIS	Casa	CASA ELIZABETH MARIA DA SILVA			312700	SOLUÇÃO ALTERNATIVA		Rotina	17:34:00
190110000188	2020-08-31 18:06:53	2019-12-04	R ELÍSIO MESQUITA	Urbana	Bairro	PIRAJA	Outro	EMBASA PIRAJA RESERVATORIO			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	09:32:00
190110000186	2020-08-31 18:01:39	2019-12-04	PARQUE DA BOLANDEIRA BOCA DO RIO	Urbana	Bairro	BOCA DO RIO					292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:30:00
190110000187	2020-08-31 18:04:20	2019-12-04	PERQ DA BOLANDEIRA BOCA DO RIO	Urbana	Bairro	BOCA DO RIO					292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:35:00
190110000189	2020-08-31 18:09:28	2019-12-04	LADEIRA DO ALTO DA BOLA	Urbana	Bairro	FEDERACAO	Outro	EMBASA FEDERACAO RESERVATORIO			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	13:38:00
190110000190	2020-08-31 18:12:05	2019-12-04	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA LIBERDADE RESERVATORIO R7 L05069			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:20:00
190110000194	2020-08-31 18:23:18	2019-12-04	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA SAO GONCALO RESERVATORIO R7			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:24:00
190110000191	2020-08-31 18:15:05	2019-12-04	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA SAIDA DA CAMARA NOVA			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:29:00
190110000192	2020-08-31 18:17:46	2019-12-04	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA DA ETA PRINCIPAL RESERVATORIO R7 L05071			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:31:00
190110000193	2020-08-31 18:20:20	2019-12-04	R SILVEIRA MARTINS 210	Urbana	Bairro	CABULA	Outro	EMBASA CHEGADA ALTA CARGA DA BOLANDEIRA RESERVATORIO R7 L05072			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:32:00
190110000195	2020-08-31 18:26:20	2019-12-05	R SALDANHA MARINHO	Urbana	Bairro	CAIXA D'AGUA	Estabelecimento de saúde	HOSPITAL ANA NERY 			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	09:08:00
190110000196	2020-08-31 18:28:45	2019-12-05	AV EDGARD SANTOS	Urbana	Bairro	CABULA	Estabelecimento de saúde	HOSPITAL ROBERTO SANTOS 			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	09:31:00
190110000197	2020-08-31 18:31:28	2019-12-05	R PLÍNIO DE LIMA BONFIM	Urbana	Bairro	BONFIM	Estabelecimento de saúde	HOSPITAL SAGRADA FAMILIA			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	14:55:00
190110000198	2020-08-31 18:34:47	2019-12-05	RUA AUGUSTO VIANA - CANELA	Urbana	Bairro	CANELA	Estabelecimento de saúde	HOSPITAL DAS CLINICAS			292740	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:25:00
190110000200	2020-08-31 18:37:12	2019-12-11	R ELÍSIO MESQUITA	Urbana	Bairro	PIRAJA	Outro	EMBASA PIRAJA RESERVATORIO			292740	SISTEMA DE DISTRIBUIÇÃO	Reservatório de distribuição	Rotina	10:00:00
190110000201	2020-08-31 18:39:50	2019-12-11	PARQ DA BOLANDEIRA BOCA DO RIO	Urbana	Bairro	BOCA DO RIO					292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:39:00
190110000202	2020-08-31 18:42:26	2019-12-11	PARQ DA BOLANDEIRA BOCA DO RIO	Urbana	Bairro	BOCA DO RIO					292740	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	10:41:00
190403001208	2020-01-31 08:57:04	2019-12-17	RUA CELESTINO FERREIRA N?77	Urbana	Bairro	CENTRO					312675	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	14:23:00
190403001209	2020-01-31 08:51:36	2019-12-17	RUA MINAS GERAIS	Urbana	Bairro	CENTRO					312675	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:51:00
190403001210	2020-01-31 08:54:06	2019-12-17	RUA TUPINAMBAS N?20	Urbana	Bairro	CENTRO					312675	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	14:59:00
190403001211	2020-01-31 08:49:33	2019-12-17	AVENIDA PRESIDENTE KENNEDYN?161	Urbana	Bairro	CENTRO					312675	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:05:00
190403001212	2020-01-31 08:40:44	2019-12-17	RUA S?O FRANCISCO N?59	Urbana	Bairro	CENTRO					312675	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:11:00
FR 56886	2021-01-18 10:00:41	2019-12-18									320320	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Desastre	14:51:00
358746/2019-0	2020-01-31 09:20:52	2019-12-26	USINA HIDRELÉTRICA PEDRA DO CAVALO	Rural	Núcleo/Propriedade Rural	EMPRESA VOTORANTIM ENERGIA BR 101 KM 202 PEDRA DO CAVALO					290490	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	18:00:00
595620200	2020-03-03 09:12:06	2020-01-09	USINA HIDRELÉTRICA PEDRA DO CAVALO	Rural	Núcleo/Propriedade Rural	EMPRESA VOTORANTIM ENERGIA BR 101 KM 202 PEDRA DO CAVALO					290490	INTRA-DOMICILIAR / INTRA-PREDIAL	Torneira após a reservação	Rotina	10:45:00
2000702000038	2020-01-21 21:07:31	2020-01-12	AVENIDA CADIGE FAITARONE FERES Nº 153 BAIRRO: EDUARDO GIRAUDON	Urbana	Bairro	CENTRO					312700	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Saída de tratamento/pós-desinfecção	Rotina	15:00:00
200702000039	2020-01-21 21:11:56	2020-01-12	BR 153 Nº S/Nº BAIRRO: CENTRO	Urbana	Bairro	CENTRO	Estabelecimento de saúde	UNIDADE MISTA DE SAUDE			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:10:00
200702000040	2020-01-21 21:15:12	2020-01-12	RUA CAMPO FLORIDO Nº 395 BAIRRO: JARDIM ÂNGELO PASSUELO	Urbana	Bairro	JARDIM A PASSUELO	Creche	CRECHE DONA MENCORA			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:15:00
200702000041	2020-01-21 21:18:41	2020-01-12	RUA GODOFREDO ANTONIO DA COSTA Nº 238 BAIRRO: DISTRITO SANTO ANTONIO DO RIO GRANDE	Urbana	Sede de distrito (ou vila)	SANTO ANTONIO DO RIO GRANDE	Estabelecimento de ensino	ESCOLA MUNICIPAL MARECHAL CASTELO BRANCO			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:20:00
200702000042	2020-01-21 21:21:56	2020-01-12	AVENIDA AURÉLIO LUIZ MISTIERI Nº 370 BAIRRO: CENTRO	Urbana	Bairro	CENTRO	Estabelecimento de ensino	ESCOLA ESTADUAL POLIANO ZIZA FERREIRA			312700	SISTEMA DE DISTRIBUIÇÃO	Cavalete/Hidrômetro	Rotina	15:30:00
200814000035	2020-02-05 14:49:12	2020-01-13	AVENIDA TANCREDO NEVES,S/N - CENTRO	Urbana	Bairro	CENTRO					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Água pós-filtração/pré-desinfecção	Rotina	08:30:00
200814000033	2020-02-05 14:52:41	2020-01-13	DISTRITO INDUSTRIAL PETROLINA								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	09:01:00
200814000029	2020-02-05 14:58:29	2020-01-13	PROJETO SENADOR NILO COELHO - C1	Rural	Núcleo/Propriedade Rural	PSNC C1					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Água pós-filtração/pré-desinfecção	Rotina	09:42:00
200814000027	2020-02-05 15:01:04	2020-01-13	BR 407 - PETROLINA								261110	PONTO DE CAPTAÇÃO(ÁGUA SUPERFICIAL OU SUBTERRÂNEA)		Rotina	10:15:00
200814000031	2020-02-05 14:55:56	2020-01-13	PROJETO SENADOR NILO COELHO - N 11	Rural	Povoado/Lugarejo	N11					261110	ESTAÇÃO DE TRATAMENTO DE ÁGUA	Água pós-filtração/pré-desinfecção	Rotina	11:54:00
